award category,award name,award source link,award_year,awardee_name,gender,affiliation,country,affiliation_source,comment
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2019,Karl Grieshop,M,University of Toronto,Canada,award website,only first affiliation counted (second from Sweden)
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2018,Siobhan O’Brien,F,ETH Zurich,Switzerland,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2017,Amanda Kyle Gibson,F,Emory University,USA,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2016,E. Keith Bowers,M,University of Memphis,USA,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2015,Matthew Hartfield,M,University of Toronto,Canada,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2014,Laurie Stevison,F,Auburn University,USA,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2013,Rich FitzJohn,M,Macquarie University,Australia,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2012,Tanja Stadler,F,ETH Zurich,Switzerland,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2011,Rowan Barrett,M,Harvard University,USA,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2009,Tanja Schwander,F,Simon Fraser University,USA,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2007,Andy Gardner,M,University of Oxford,UK,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2005,Daven Presgraves,M,University of Rochester,USA,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2003,Patricia Beldade,F,University of California at Irvine,USA,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,2001,Alexander Badyaev,M,Auburn University,USA,award website,
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,1999,Nicolas Galtier,M,University of Edinburgh,UK,award website,only first affiliation counted (second from France)
BR,John Maynard Smith Prize,https://eseb.org/prizes-funding/john-maynard-smith-prize/,1997,Marie-Charlotte Anstett,F,CNRS-CEFE,France,award website,
BR,President's Award,https://eseb.org/prizes-funding/presidents-award/,2018,Loeske Kruuk,F,Australian National University,Australia,https://biology.anu.edu.au/people/visitors/loeske-kruuk,affiliation not listed on the award website
BR,President's Award,https://eseb.org/prizes-funding/presidents-award/,2012,Adam Eyre-Walker,M,University of Sussex,UK,award website,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2020,Jacqueline Sztepanacz,F,University of Toronto,Canada,https://eeb.utoronto.ca/award/eeb-professor-jacqueline-sztepanacz-wins-prestigious-dobzhansky-prize/,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2019,Matthew Pennell,M,University of British Columbia,Canada,https://zoology.ubc.ca/article/matt-pennell-receives-2019-theodosius-dobzhansky-prize,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2018,Amanda Kyle Gibson,F,Emory University,USA,https://biology.indiana.edu/news-events/news/2018/gibson-awarded-dobzhansky-prize.html,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2017,Molly Schumer,F,Harvard University,USA,https://en.wikipedia.org/wiki/Molly_Schumer,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2016,Mary Caswell Stoddard,F,Harvard University,USA,https://dynamicecology.files.wordpress.com/2016/08/54d68-mcstoddardcv.pdf,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2015,Katie Wagner,F,University of Wyoming,USA,http://www.uwyo.edu/pie/_files/docs/programoverview_online_072516.pdf,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2014,Daniel Matute,M,University of Chicago,USA,https://whyevolutionistrue.com/2014/07/14/evolution-2014-daniel-matute-dobzhansky-prize-winner/,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2013,Rowan D. H. Barrett,M,McGill University,Canada,https://www.barrettlab.ca/wp-content/uploads/2021/02/rowan_cv.pdf,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2012,Daniel Rabosky,M,University of California at Berkeley,USA,"https://regents.umich.edu/files/meetings/05-18/assets/reports/Rabosky,%20Daniel.pdf",
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2011,Joel McGlothlin,M,University of Virginia,USA,https://www.researchgate.net/profile/Joel-Mcglothlin,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2010,Fyodor Kondrashov,M,"Centre for Genomic Regulation, Barcelona",Spain,https://www.crg.eu/en/news/crg-researchers-ben-lehner-and-fyodor-kondrashov-selected-embo-young-investigators,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2009,Judith Mank,F,Oxford University,UK,https://www.jstor.org/stable/41317052,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2008,Patrik Nosil,M,University of British Columbia,Canada,https://studylib.net/doc/7596262/cv---nosil-lab-of-evolutionary-biology,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2007,Franziska Michor,F,Harvard University,USA,http://michorlab.dfci.harvard.edu/project/franziska-michor/,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2006,Russel Bonduriansky,M,"University of New South Wales, Sydney",Australia,http://www.bonduriansky.net/bio.htm,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2005,Daniel Bolnick,M,University of Texas,USA,https://bolnicklabpeople.wordpress.com/2015/10/12/pi-professor-daniel-i-bolnick/,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2004,Aneil Agrawal,M,University of British Columbia,Canada,https://agrawal.eeb.utoronto.ca/aneil/,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2003,Daven Presgraves,M,University of Munich,Germany,https://www.jstor.org/stable/3448844,he is from the US and moved just before receiving this award
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2002,Howard Rundle,M,Simon Fraser University,Canada,https://doi.org/10.1016/S0169-5347(02)02579-X,based on the publication from 2002
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2001,Alexander Badyaev,M,Auburn University,USA,http://www.u.arizona.edu/~abadyaev/dobz.html,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,2000,Thomas Lenormand,M,Centre d'Ecologie Fonctionnelle et Evolutive,France,https://www.researchgate.net/profile/Thomas-Lenormand,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1999,Jason B. Wolf,M,Indiana University,USA,https://www.researchgate.net/publication/249140634_Interacting_Phenotypes_and_the_Evolutionary_Process_II_Selection_Resulting_from_Social_Interactions,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1998,Christian P. Klingenberg,M,University of Alberta,Canada,https://pubmed.ncbi.nlm.nih.gov/9569772/,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1997,Massimo Pigliucci,M,University of Tennessee,USA,https://joebidenbio.com/massimo-pigliucci/,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1996,Rufus A. Johnstone,M,University of Cambridge,UK,https://www.sciencedirect.com/science/article/abs/pii/S0022519305800062,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1995,David Begun,M,University of Chicago,USA,https://www.pnas.org/doi/abs/10.1073/pnas.92.7.2519,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1994,David Haig,M,Harvard University,USA,https://www.nature.com/articles/ng0594-10a,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1993,H. Allen Orr,M,University of California at Davis,USA,https://www.nature.com/articles/361532a0,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1992,Barry Sinervo,M,University of Washington,USA,https://bio.research.ucsc.edu/~barrylab/sinervoCV.html,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1991,Jonathan Losos,M,University of California at Berkeley,USA,https://www.publish.csiro.au/wr/WR9910641,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1990,Erik Greene,M,Princeton University,USA,https://www.researchgate.net/publication/6083895_A_Tephritid_Fly_Mimics_the_Territorial_Displays_of_Its_Jumping_Spider_Predators,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1989,Bernard J. Crespi,M,"University of New South Wales, Sydney",Australia,https://www.nature.com/articles/337357a0,second affiliation at the University of Michigan
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1988,Steven A. Frank,M,University College Irvine,USA,https://stevefrank.org/reprints-pdf/frankCV.pdf,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1987,Ary A. Hoffmann,M,"La Trobe University, Bundoora",Australia,https://www.sciencedirect.com/science/article/abs/pii/S0003347287800854,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1985,Joshua J. Schwartz,M,The University of Connecticut,USA,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0310.1986.tb01003.x,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1984,Robb F. Leary,M,University of Montana,USA,https://www.journals.uchicago.edu/doi/abs/10.1086/284293,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1983,Anthony J. Zera,M,University of Nebraska - Lincoln,USA,https://digitalcommons.unl.edu/bioscizera/21/,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1982,Elizabeth Anne Zimmer,F,Stanford University,USA,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1558-5646.1982.tb05479.x,
BR,T. Dobzhansky Prize,http://www.evolutionsociety.org/index.php?module=content&type=user&func=view&pid=13,1981,Douglas R. Cavener,M,Cornell University,USA,https://orcid.org/0000-0002-1558-7137,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2020,Tia Lynn Ashman,F,University of Pittsburgh,USA,https://www.journals.uchicago.edu/doi/10.1086/711754,Award renamed to: ASN Distinguished Naturalist Award
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2019,Anurag Agrawal,M,Cornell University,USA,https://www.journals.uchicago.edu/doi/full/10.1086/706257,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2018,Ben Sheldon,M,Oxford University,UK,https://www.journals.uchicago.edu/doi/full/10.1086/700876,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2017,Edmund D. Brodie III,M,University of Virginia,USA,https://www.journals.uchicago.edu/doi/full/10.1086/694904,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2016,Naomi Pierce,F,Harvard University,USA,https://www.journals.uchicago.edu/doi/full/10.1086/689741,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2015,Marlene Zuk,F,University of Minnesota,USA,https://www.journals.uchicago.edu/doi/full/10.1086/684175,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2014,Craig Benkman,M,University of Wyoming,USA,https://www.journals.uchicago.edu/doi/10.1086/679278,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2013,Douglas J. Emlen,M,University of Montana,USA,https://www.journals.uchicago.edu/doi/10.1086/674441,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2012,Keith A. Crandall,M,George Washington University,USA,https://en.wikipedia.org/wiki/Keith_A._Crandall,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2011,Joseph Travis,M,Florida State University,USA,https://www.journals.uchicago.edu/doi/10.1086/664447,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2010,Michael J. Ryan,M,University of Texas at Austin,USA,https://sites.cns.utexas.edu/sites/default/files/ryan-lab/files/cv_current.pdf?m=1557790445,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2009,Jonathan B. Losos,M,Harvard University,USA,https://www.journals.uchicago.edu/doi/10.1086/650355,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2008,Ulrich Mueller,M,University of Texas at Austin,USA,https://www.journals.uchicago.edu/doi/10.1086/597029,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2007,Trevor Price,M,University of Chicago,USA,https://www.journals.uchicago.edu/doi/10.1086/528138,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2006,John T. Longino,M,Evergreen State College,USA,https://www.journals.uchicago.edu/doi/10.1086/510143,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2005,Laurent Keller,M,University of Lausanne,Switzerland,https://www.journals.uchicago.edu/doi/10.1086/498073,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2004,Paul Dayton,M,University of California at San Diego,USA,https://www.journals.uchicago.edu/doi/10.1086/426675,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2003,David Reznick,M,University of California at Riverside,USA,https://profiles.ucr.edu/api/CvAttachment/133012,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2002,Douglas Schemske,M,Michigan State University,USA,https://msutoday.msu.edu/news/2017/douglas-schemske-elected-to-national-academy-of-sciences,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2001,Bernard J. Crespi,M,Simon Fraser University,Canada,https://www.journals.uchicago.edu/doi/10.1086/324115,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2000,Harry W. Greene,M,Cornell University,USA,https://www.journals.uchicago.edu/doi/10.1086/316999,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,2000,Richard Shine,M,University of Sydney,Australia,https://www.journals.uchicago.edu/doi/10.1086/316999,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,1999,May R. Berenbaum,F,University of Illinois at Urbana-Champaign,USA,https://www.journals.uchicago.edu/doi/10.1086/303277,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,1998,B. Rosemary Grant,F,Princeton University,USA,https://en.wikipedia.org/wiki/Peter_and_Rosemary_Grant,
BR,Edward O. Wilson Naturalist Award,https://amnat.org/awards.html#investigator,1998,Peter R. Grant,M,Princeton University,USA,https://en.wikipedia.org/wiki/Peter_and_Rosemary_Grant,
BR,SMBE Early-Career Excellence Award,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEEarlyCareerExcellenceAwards.aspx,2020,Iain Mathieson,M,University of Pennsylvania,USA,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEEarlyCareerExcellenceAwards.aspx,
BR,SMBE Early-Career Excellence Award,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEEarlyCareerExcellenceAwards.aspx,2019,Claudia Bank,F,Gulbenkian Science Institute in Oeiras,Portugal,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEEarlyCareerExcellenceAwards.aspx,
BR,SMBE Early-Career Excellence Award,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEEarlyCareerExcellenceAwards.aspx,2018,Melissa Wilson Sayres,F,Arizona State University,USA,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEEarlyCareerExcellenceAwards.aspx,
BR,SMBE Early-Career Excellence Award,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEEarlyCareerExcellenceAwards.aspx,2017,Mia Levine,F,University of Pennsylvania,USA,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEEarlyCareerExcellenceAwards.aspx,
BR,SMBE Early-Career Excellence Award,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEEarlyCareerExcellenceAwards.aspx,2016,Joanna Kelley,F,Washington State University,USA,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEEarlyCareerExcellenceAwards.aspx,
BR,SMBE Mid-Career Excellence Award,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEMidCareerExcellenceAward.aspx,2020,Christian Landry,M,Université Laval,Canada,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEMidCareerExcellenceAward.aspx,
BR,SMBE Mid-Career Excellence Award,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEMidCareerExcellenceAward.aspx,2019,Patricia Wittkopp,F,University of Michigan,USA,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEMidCareerExcellenceAward.aspx,
BR,SMBE Mid-Career Excellence Award,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEMidCareerExcellenceAward.aspx,2018,Matthew W. Hahn,M,Indiana University,USA,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEMidCareerExcellenceAward.aspx,
BR,SMBE Mid-Career Excellence Award,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEMidCareerExcellenceAward.aspx,2017,Toni Gabaldón,M,"University Pompeu Fabra, Barcelona",Spain,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEMidCareerExcellenceAward.aspx,
BR,SMBE Mid-Career Excellence Award,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEMidCareerExcellenceAward.aspx,2016,Stephen I. Wright,M,University of Toronto,Canada,https://www.smbe.org/smbe/AWARDS/FacultyAwards/SMBEMidCareerExcellenceAward.aspx,
BR,The Bicentenary Medal,https://www.linnean.org/the-society/medals-awards-prizes-grants/the-bicentenary-medal,2020,Kayla King,F,University of Oxford,UK,https://www.linnean.org/the-society/medals-awards-prizes-grants/the-bicentenary-medal,
BR,The Bicentenary Medal,https://www.linnean.org/the-society/medals-awards-prizes-grants/the-bicentenary-medal,2019,Steve Portugal,M,University of London,UK,https://pure.royalholloway.ac.uk/portal/en/persons/steve-portugal(1440de30-110a-4f0c-8981-419d652dfe90).html,
BR,The Bicentenary Medal,https://www.linnean.org/the-society/medals-awards-prizes-grants/the-bicentenary-medal,2018,Edwige Moyroud,F,Unibersoty of Cambridge,UK,https://www.gen.cam.ac.uk/directory/edwige-moyroud,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2019,Nessa O’Connor,F,"Queen’s University, Belfast",UK,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2017,Etienne Laliberté,M,University of Montreal,Canada,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2016,Mary O'Connor,F,University of British Columbia,Canada,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2015,Mariana Meerhoff’s,F,"University of the Republic, Urugu",Uruguay,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2014,Lian Pin Koh,M,University of Adelaide,Australia,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2013,Anne K. Salomon,F,Simon Fraser University,Canada,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2012,Sujay S. Kaushal,M,University of Maryland,USA,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2011,Jérôme Chave,M,"Laboratoire Evolution et Diversité Biologique (EDB), Toulouse",France,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2010,Francesca Malfatti,F,University of California at San Diego,USA,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2008,Campbell Webb,M,Harvard University,USA,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2007,Marcel M. M. Kuypers,M,"Max Planck Institute for Marine Microbiology, Bremen",Germany,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2006,Jake Vander Zanden,M,University of Wisconsin,USA,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2005,Andrew Hector,M,University of Zurich,Switzerland,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2004,Markus G. Weinbauer,M,Laboratoire d'Océanographie de Villefranche-sur-Mer,France,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2003,David Post,M,Yale University,USA,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,2000,Ruben Sommaruga,M,University of Innsbruck,Germany,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,1999,Kevin J. Gaston,M,University of Sheffield,UK,https://www.int-res.com/ecology-institute/irpe-prize/,
BR,International Recognition of Professional Excellence,https://www.int-res.com/ecology-institute/irpe-prize/,1998,Philip Boyd,M,University of Otago,NZ,https://www.int-res.com/ecology-institute/irpe-prize/,
